Start Time,Duration
1731626976.359797,0.06491279602050781
1731626976.3585038,0.07582330703735352
1731626976.405937,0.055741071701049805
1731626976.3920598,0.093414306640625
1731626976.385786,0.10112380981445312
1731626976.3638709,0.13385510444641113
1731626976.378381,0.13924574851989746
1731626976.386382,0.13470172882080078
1731626976.385107,0.18024277687072754
1731626976.361616,0.3960251808166504
1731626976.38869,0.37001991271972656
1731626976.3815649,0.37795519828796387
1731626976.3921778,0.36794424057006836
1731626976.3836029,0.3846430778503418
1731626976.397472,0.389254093170166
1731626976.375115,0.4433438777923584
1731626976.3860202,0.4394407272338867
1731626976.390118,0.4477710723876953
1731626976.3846872,0.45546483993530273
1731626976.352695,0.49657511711120605
1731626976.3934138,0.46450114250183105
1731626976.39098,0.46892595291137695
1731626976.353367,0.520042896270752
1731626976.379563,0.5138969421386719
1731626976.407222,0.49567413330078125
1731626976.400138,0.534337043762207
1731626976.375495,0.5686020851135254
1731626976.376854,0.5678470134735107
1731626976.396605,0.5809290409088135
1731626976.377855,0.6098909378051758
1731626976.379138,0.6197919845581055
1731626976.40622,0.6414139270782471
1731626976.380831,0.67146897315979
1731626976.361009,0.734119176864624
1731626976.3818939,0.7137279510498047
1731626976.408192,0.6878950595855713
1731626976.3759758,0.7292780876159668
1731626976.387668,0.7340831756591797
1731626976.387964,0.7456309795379639
1731626976.350132,0.8055689334869385
1731626976.362869,0.8118588924407959
1731626976.362161,0.8154489994049072
1731626976.360367,0.8181760311126709
1731626976.412182,0.7713327407836914
1731626976.363256,0.8206732273101807
1731626976.3969102,0.8005988597869873
1731626976.3625789,0.8539693355560303
1731626976.368952,0.860205888748169
1731626976.403402,0.8272747993469238
1731626976.384005,0.8580429553985596
1731626976.358848,0.9018857479095459
1731626976.3890529,0.879122257232666
1731626976.3882382,0.884002685546875
1731626976.387127,0.8855781555175781
1731626976.403928,0.899010181427002
1731626976.357923,0.974390983581543
1731626976.397147,0.9782061576843262
1731626976.351924,1.026102066040039
1731626976.394688,0.9880321025848389
1731626976.382348,1.0011367797851562
1731626976.398668,1.0225739479064941
1731626976.3903098,1.0314791202545166
1731626976.392425,1.031473159790039
1731626976.3960052,1.0318617820739746
1731626976.382043,1.0475192070007324
1731626976.3997061,1.0525410175323486
1731626976.408504,1.0485200881958008
1731626976.391187,1.067199945449829
1731626976.394201,1.0766348838806152
1731626976.398411,1.0786607265472412
1731626976.384504,1.1080529689788818
1731626976.398218,1.095196008682251
1731626976.391423,1.1142451763153076
1731626976.3786612,1.1280319690704346
1731626976.386795,1.120352029800415
1731626976.3990269,1.115577220916748
1731626976.389847,1.1331980228424072
1731626976.404078,1.1194489002227783
1731626976.399431,1.1299989223480225
1731626976.3970041,1.1464569568634033
1731626976.404542,1.1589889526367188
1731626976.407329,1.17972993850708
1731626976.4013708,1.1910274028778076
1731626976.4089248,1.1840283870697021
1731626976.4027038,1.191204309463501
1731626976.409796,1.1888420581817627
1731626976.35413,1.261246919631958
1731626976.405568,1.2319083213806152
1731626976.4068139,1.232936143875122
1731626976.404854,1.2357287406921387
1731626976.374169,1.268873929977417
1731626976.3736472,1.3039848804473877
1731626976.4019442,1.281667709350586
1731626976.39051,1.3079519271850586
1731626976.4016168,1.3045330047607422
1731626976.38297,1.3391151428222656
1731626976.39533,1.343616008758545
1731626976.4036841,1.3394088745117188
1731626976.403025,1.3951761722564697
1731626976.393821,1.4052960872650146
1731626976.378849,1.4322009086608887
1731626976.402385,1.441992998123169
1731626976.374455,1.4744908809661865
1731626976.400351,1.4667460918426514
1731626976.3998878,1.4976251125335693
1731626976.408656,1.5394060611724854
1731626976.408436,1.5982367992401123
1731626976.410744,1.597074031829834
1731626976.41128,1.6089131832122803
1731626976.4069288,1.6146020889282227
1731626976.406394,1.6275229454040527
1731626976.4100091,1.625121831893921
1731626976.3951092,1.6692678928375244
1731626976.395575,1.781458854675293
1731626976.410294,1.7858059406280518
1731626976.40331,1.796205759048462
1731626976.409194,1.8348989486694336
1731626976.41152,1.8558478355407715
1731626976.4076831,1.9232838153839111
1731626976.411684,1.9931159019470215
1731626978.3826072,0.09148573875427246
1731626978.4345798,0.062058210372924805
1731626978.412548,0.11404085159301758
1731626978.4505,0.08870410919189453
1731626978.4509,0.09242105484008789
1731626978.387667,0.24199199676513672
1731626978.477037,0.1612100601196289
1731626978.492477,0.18973803520202637
1731626978.563209,0.1219487190246582
1731626978.436874,0.25700998306274414
1731626978.605346,0.09254884719848633
1731626978.727386,0.03217005729675293
1731626978.425482,0.3566000461578369
1731626978.472053,0.3719768524169922
1731626978.718587,0.17829227447509766
1731626978.768668,0.132951021194458
1731626978.406346,0.4962317943572998
1731626978.789372,0.11954712867736816
1731626978.752488,0.16101503372192383
1731626978.4905028,0.4626193046569824
1731626978.628402,0.33934497833251953
1731626978.423881,0.5878210067749023
1731626978.3940501,0.62087082862854
1731626978.656193,0.3589029312133789
1731626978.420341,0.6308810710906982
1731626978.783257,0.2825648784637451
1731626978.480625,0.5918362140655518
1731626978.817143,0.25710010528564453
1731626978.406146,0.7031900882720947
1731626978.67457,0.46886706352233887
1731626978.570037,0.5936870574951172
1731626978.407525,0.7887487411499023
1731626978.4717429,0.7388920783996582
1731626978.7418292,0.48708581924438477
1731626978.4697568,0.7593090534210205
1731626978.630649,0.6113967895507812
1731626978.70535,0.5373899936676025
1731626978.6933131,0.560905933380127
1731626978.449711,0.8273518085479736
1731626978.5403872,0.7437038421630859
1731626978.542479,0.743765115737915
1731626978.607306,0.7016520500183105
1731626978.6096058,0.7044253349304199
1731626978.6174679,0.7140021324157715
1731626978.5198479,0.8169071674346924
1731626978.7236218,0.6132621765136719
1731626978.578551,0.7799208164215088
1731626978.581219,0.8302180767059326
1731626978.717643,0.7055408954620361
1731626978.7265868,0.6968071460723877
1731626978.758094,0.6661257743835449
1731626978.7248158,0.7121181488037109
1731626978.7749279,0.6627352237701416
1731626978.440528,1.003309965133667
1731626978.637045,0.8117470741271973
1731626978.7950568,0.6792991161346436
1731626978.836179,0.6929399967193604
1731626978.691208,0.8418660163879395
1731626978.847531,0.7031748294830322
1731626978.838114,0.7198939323425293
1731626978.711413,0.8826110363006592
1731626978.811371,0.7974300384521484
1731626978.419821,1.2055628299713135
1731626978.637215,0.9883410930633545
1731626978.791599,0.8478560447692871
1731626978.555787,1.0954937934875488
1731626978.587548,1.1061739921569824
1731626978.615874,1.081723928451538
1731626978.518197,1.1795308589935303
1731626978.498501,1.207859992980957
1731626978.723686,0.9947402477264404
1731626978.5679,1.1682100296020508
1731626978.448692,1.2980849742889404
1731626978.619997,1.1291649341583252
1731626978.6820228,1.0679752826690674
1731626978.8495748,0.9020111560821533
1731626978.604492,1.1752269268035889
1731626978.467419,1.32607102394104
1731626978.578243,1.215447187423706
1731626978.5974998,1.2032561302185059
1731626978.78895,1.0334889888763428
1731626978.804815,1.0223150253295898
1731626978.7400808,1.1030471324920654
1731626978.789079,1.0646789073944092
1731626978.641402,1.2377359867095947
1731626978.558131,1.340867042541504
1731626978.615655,1.2872650623321533
1731626978.422005,1.4837021827697754
1731626978.58131,1.3293609619140625
1731626978.567508,1.355727195739746
1731626978.47767,1.4665629863739014
1731626978.874722,1.101938009262085
1731626978.7748291,1.2198667526245117
1731626978.621226,1.378575086593628
1731626978.656311,1.4167768955230713
1731626978.752322,1.3637070655822754
1731626978.5498319,1.5781922340393066
1731626978.528852,1.6040570735931396
1731626978.480853,1.6629679203033447
1731626978.861033,1.3046839237213135
1731626978.768513,1.411067008972168
1731626978.751437,1.4528520107269287
1731626978.604583,1.6483170986175537
1731626978.551208,1.7018427848815918
1731626978.577107,1.6760492324829102
1731626978.723391,1.5466969013214111
1731626978.895259,1.3749570846557617
1731626978.80969,1.509990930557251
1731626978.850946,1.504913091659546
1731626978.717569,1.6384549140930176
1731626978.895017,1.5063753128051758
1731626978.733888,1.6695959568023682
1731626978.817472,1.5882019996643066
1731626978.869142,1.5498178005218506
1731626978.584186,1.835880994796753
1731626978.653167,1.7727129459381104
1731626978.880786,1.5485539436340332
1731626978.826118,1.7326009273529053
1731626978.551598,2.1075429916381836
1731626978.5768058,2.1979901790618896
